Number,Name,Country,State,City,District,Closest/Event1,Event2,Event3,Event4,W.E.C.,W.E.2,W.E.3,W.E.4,W.E.5,W.E.6,Rand1,Rand2,Rand3,R@E2,R@E4,SC12,SC13,SC23
3067,Robovikes,USA,Illinois,Geneva,Regional,ILCH,IACF,*,,1,4,,,,,0.9492735234,,,0,,-3,,
3070,Team Pronto 3070,USA,Washington,Shoreline,PNW,WASNO,WAAUB,*,,5,2,,,,,0.2318947317,,,5,,3,,
3075,Ha-Dream Team,Israel,,Hod Hasharon,ISR,ISDE1,ISDE3,*,,1,3,,,,,0.9279371119,,,5,,-2,,
3082,Chicken Bot Pie,USA,Minnesota,Minnetonka,Regional,MNMI,WILC,*,,1,6,,,,,0.4848134416,,,0,,-5,,
3083,Artemis,Israel,,Maagan Michael,ISR,ISDE2,ISDE3,*,,2,3,,,,,0.5193141271,,,5,,-1,,
3090,Chaotic Robotics,USA,Minnesota,Winona,Regional,WILC,*,,,6,,,,,,0.05243095601,,,,,6,,
3091,100 Scholars,USA,Georgia,Atlanta,PCH,GALAW,GAALB,*,,3,1,,,,,0.8465285658,,,2,,2,,
3096,The Village Bulldogs,USA,Michigan,Detroit,FIM,MIDET,MITR1,*,,4,2,,,,,0.887111905,,,0,,2,,
3098,Waterford Robotics,USA,Michigan,Waterford,FIM,MIHIG,MIBER,*,,5,2,,,,,0.7222892161,,,0,,3,,
3100,Lightning Turtles,USA,Minnesota,Saint Paul,Regional,MNMI,MNDU1,*,,1,5,,,,,0.7847136352,,,0,,-4,,
3102,Tech-No-Tigers,USA,Minnesota,Nevis,Regional,MNSC,ARSE,*,,2,6,,,,,0.3022157591,,,0,,-4,,
3110,SeaBots,USA,Illinois,Chicago,Regional,ILCH,*,,,1,,,,,,0.5044094389,,,,,1,,
3117,Harfangs,Canada,Québec,Sherbrooke,Regional,QCMO,NYRO,*,,1,6,,,,,0.02928750769,,,0,,-5,,
3122,The Alluminators,USA,Minnesota,New Ulm,Regional,MNSC,*,,,2,,,,,,0.3242304606,,,,,2,,
3128,The Aluminum Narwhals,USA,California,San Diego,Regional,CALJ,CAP1,CAP2,*,5,1,2,,,,0.1116635954,0.1752207416,,0,0,4,3,-1
3130,The ERRORs,USA,Minnesota,Woodbury,Regional,WILC,MNDU1,NDGF,*,6,5,4,,,,0.1253073818,0.6777825738,,0,0,1,2,1
3132,Thunder Down Under,Australia,New South Wales,Sydney,Regional,AUSW,CAAT,*,*,6,5,,,,,0.829777237,0.0300067699,,0,,1,6,5
3134,The Accelerators,USA,Minnesota,Cass Lake,Regional,NDGF,MNDU2,*,,4,5,,,,,0.08494981531,,,0,,-1,,
3136,O.R.C.A.,USA,Virginia,Ashland,CHS,VAASH,VAPOR,*,,2,4,,,,,0.7391178251,,,11,,-2,,
3137,T-Birds,USA,New York,Bohemia,Regional,NYHE,*,,,3,,,,,,0.472186941,,,,,3,,
3138,Innovators Robotics,USA,Ohio,Dayton,Regional,OHCI,PAPI,*,,6,2,,,,,0.7765866304,,,0,,4,,
3139,Oxford Omega,USA,Alabama,Oxford,Regional,ALHU,TNKN,*,,4,1,,,,,0.05987489285,,,0,,3,,
3140,Flagship,USA,Tennessee,Knoxville,Regional,TNKN,ALHU,*,,1,4,,,,,0.8604678422,,,0,,-3,,
3142,Aperture,USA,New Jersey,Newton,FMA,NJFLA,NJWAS,*,,3,1,,,,,0.1162405113,,,4,,2,,
3146,GRANBY GRUNTS,USA,Connecticut,Granby,NE,CTHAR,MABRI,*,,2,3,,,,,0.5322525811,,,2,,-1,,
3147,Munster Horsepower,USA,Indiana,Munster,FIN,INMIS,INCOL,*,,3,2,,,,,0.5276939158,,,3,,1,,
3158,PrepaTec - TECBOT,Mexico,,Metepec,Regional,MXMO,MXHE,*,,1,3,,,,,0.7737614363,,,0,,-2,,
3160,F. R. O. G. - FIRST Robotics Organization of Grove,USA,Oklahoma,Grove,Regional,OKTU,OKOK,*,,5,2,,,,,0.1864418579,,,0,,3,,
3161,Tronic Titans,Canada,Ontario,Oakville,ONT,ONTOR,ONWAT,*,,2,3,,,,,0.3618363428,,,0,,-1,,
3163,ROARBOTS,USA,Oklahoma,Henryetta,Regional,OKTU,*,,,5,,,,,,0.5940337414,,,,,5,,
3164,Stealth Tigers,USA,Florida,Tampa,Regional,FLOR,FLFL,*,,6,2,,,,,0.02753940894,,,0,,4,,
3166,First Year Ravens,USA,Utah,Sandy,Regional,UTWV,IDNA,*,,4,5,,,,,0.5692626708,,,0,,-1,,
3171,HURRICANES,USA,New York,Westhampton Beach,Regional,NYHE,NYAL,*,,3,4,,,,,0.5651565635,,,0,,-1,,
3172,HorsePOWER,USA,Kansas,Salina,Regional,KSSH,*,,,1,,,,,,0.7802379512,,,,,1,,
3173,IgKnighters,USA,New York,Rochester,Regional,NYRO,FLTA,*,*,6,4,,,,,0.7018356991,0.06107861926,,0,,2,6,4
3175,Knight Vision,USA,Michigan,Grosse Pointe Woods,FIM,MISTE,MISSM,MILUD,*,5,2,1,,,,0.4609826578,0.251866268,,1,0,3,4,1
3176,Purple Precision,USA,Indiana,Brownsburg,FIN,INPLA,INWAS,INCOL,*,1,4,2,,,,0.5704919459,0.3187473063,,1,3,-3,-1,2
3179,The A.N.T.,USA,Oklahoma,Adair,Regional,OKTU,AZSC,*,,5,2,,,,,0.4282545576,,,0,,3,,
3181,Pittsford Panthers,USA,New York,Pittsford,Regional,NYRO,PAPI,*,*,6,2,,,,,0.6214138288,0.6355994846,,0,,4,6,2
3182,Athena's Warriors,USA,Connecticut,Hartford,NE,CTHAR,MASPR,*,,2,3,,,,,0.3307288556,,,3,,-1,,
3184,Blaze Robotics,USA,Minnesota,Burnsville,Regional,MNMI,MOSE,*,,1,5,,,,,0.6221568673,,,0,,-4,,
3187,Arcadia Titan Robotics,USA,Arizona,Phoenix,Regional,AZSC,NVLV,*,,2,3,,,,,0.7771325346,,,0,,-1,,
3189,Circuit Breakers,USA,California,Placerville,Regional,CAEG,CAFR,*,,5,2,,,,,0.4067883522,,,0,,3,,
3193,Falco Tech,USA,Ohio,Austintown,Regional,OHCL,PAPI,*,,3,2,,,,,0.5799195926,,,0,,1,,
3196,Team SPORK,USA,North Carolina,Mooresville,FNC,NCMEC,NCPEM,*,,4,3,,,,,0.3859550538,,,4,,1,,
3197,HexHounds,USA,Wisconsin,Cedarburg,Regional,WIMI,WILC,MNDU2,*,3,6,5,,,,0.1847908454,0.2400562169,,0,0,-3,-2,1
3200,Raptacon,USA,Colorado,Centennial,Regional,CODE,UTWV,*,,6,4,,,,,0.6758056117,,,0,,2,,
3201,Ross Rambotics,USA,Ohio,Hamilton,Regional,OHCI,ALHU,*,,6,4,,,,,0.4425769787,,,0,,2,,
3202,KnightBots,USA,Minnesota,St. Paul,Regional,MNMI,*,,,1,,,,,,0.4693683038,,,,,1,,
3204,Steampunk Penguins,USA,New York,Jamaica Estates,Regional,NYHE,NYSU,*,,3,5,,,,,0.1181369228,,,0,,-2,,
3205,Patriots,USA,Massachusetts,Concord,NE,MAREA,MAREV,*,,4,1,,,,,0.8970351618,,,2,,3,,
3206,Royal T-Wrecks,USA,Minnesota,Woodbury ,Regional,MNMI,MNDU1,*,,1,5,,,,,0.9610109873,,,0,,-4,,
3211,The Y Team,Israel,,Yeruham,ISR,ISDE1,ISDE3,*,,1,3,,,,,0.8074380524,,,5,,-2,,
3212,YME Stingbots,USA,Minnesota,Granite Falls,Regional,MNSC,*,,,2,,,,,,0.215276212,,,,,2,,
3216,MRT,USA,Montana,Missoula,Regional,IDNA,NVLV,*,,5,3,,,,,0.365949695,,,0,,2,,
3218,Panther Robotics,USA,Washington,Bonney Lake,PNW,WABON,ORORE,*,,4,5,,,,,0.1926677226,,,5,,-1,,
3219,"TREAD (Trojan Robotics, Engineering, Art, & Design)",USA,Washington,Auburn,PNW,WAAUB,WABON,*,,2,4,,,,,0.1006500564,,,4,,-2,,
3229,Hawktimus Prime,USA,North Carolina,Holly Springs,FNC,NCCHA,NCPEM,*,,1,3,,,,,0.9354686077,,,4,,-2,,
3234,Red Arrows,USA,Michigan,Lowell,FIM,MIKEN,MIALL,*,,2,3,,,,,0.5258476504,,,0,,-1,,
3242,ILLUMICATS,USA,Florida,Ocala,Regional,FLOR,FLFL,*,,6,2,,,,,0.1564728272,,,0,,4,,
3243,Amperes,USA,Utah,Salt Lake City,Regional,UTWV,IDNA,*,,4,5,,,,,0.007733234553,,,0,,-1,,
3245,Ravens,USA,Utah,Sandy,Regional,UTWV,NVLV,*,,4,3,,,,,0.05565074547,,,0,,1,,
3247,Robopack,USA,Oklahoma,Shawnee,Regional,OKOK,OKTU,*,,2,5,,,,,0.3876995518,,,0,,-3,,
3255,SuperNURDs,USA,California,Escondido,Regional,CALJ,CAP2,*,,5,2,,,,,0.4107906205,,,0,,3,,
3256,WarriorBorgs,USA,California,San Jose,Regional,CASJ,CABE,CASE,*,3,6,1,,,,0.5941358044,0.6839106698,,0,0,-3,2,5
3257,Vortechs,USA,California,Rocklin,Regional,CAEG,CAFR,*,,5,2,,,,,0.5467583712,,,0,,3,,
3260,SHARP,USA,Pennsylvania,Pittsburgh,Regional,PAPI,NYRO,*,,2,6,,,,,0.1165754293,,,0,,-4,,
3267,Mariner Robotics,USA,Minnesota,Silver Bay,Regional,MNDU1,IACF,*,,5,4,,,,,0.5701581821,,,0,,1,,
3268,Valhallabots,USA,Washington,Kenmore,PNW,WASNO,WABON,*,,5,4,,,,,0.616043092,,,4,,1,,
3275,The Regulators,USA,Minnesota,Cass Lake,Regional,NDGF,WILC,*,,4,6,,,,,0.1687462138,,,0,,-2,,
3276,TOOLCATS,USA,Minnesota,New London,Regional,MNSC,MNDU1,*,,2,5,,,,,0.9470376071,,,0,,-3,,
3277,ProDigi,USA,Minnesota,Thief River Falls,Regional,NDGF,ILCH,*,,4,1,,,,,0.5142430936,,,0,,3,,
3278,The Electric Lakers,USA,Minnesota,Detroit Lakes,Regional,NDGF,*,,,4,,,,,,0.58015316,,,,,4,,
3282,Dallas Robo Tigers,USA,Texas,Dallas,FIT,TXDAL,TXPLA,*,,4,5,,,,,0.4601170611,,,0,,-1,,
3284,Camdenton LASER 3284,USA,Missouri,Camdenton,Regional,MOSE,MOSL,*,*,5,4,,,,,0.4658589902,0.0645671763,,0,,1,5,4
3288,Punchers,USA,Wyoming,Big Piney,Regional,UTWV,IDNA,*,,4,5,,,,,0.5200122635,,,0,,-1,,
3291,Au Pirates,USA,Minnesota,Brooklyn Park,Regional,MNSC,*,,,2,,,,,,0.1610278192,,,,,2,,
3293,OtterBots,USA,Minnesota,Fergus Falls,Regional,MNSC,*,,,2,,,,,,0.6659362055,,,,,2,,
3294,Backwoods Engineers,USA,Minnesota,Pine River,Regional,MNSC,*,,,2,,,,,,0.9576546337,,,,,2,,
3295,STEMdroids,USA,California,Mentone,Regional,CACM,*,,,4,,,,,,0.05688839847,,,,,4,,
3297,Full Metal Jackets,USA,Minnesota,Perham,Regional,MNSC,MNDU2,*,,2,5,,,,,0.480688376,,,0,,-3,,
3298,ArrowBots,USA,Minnesota,Pipestone,Regional,MNSC,CODE,*,*,2,6,,,,,0.5477206545,0.4123629788,,0,,-4,2,6
3300,Midwest WARRIORS,USA,Minnesota,Ortonville,Regional,MNSC,*,,,2,,,,,,0.9474896786,,,,,2,,
3302,TurboTrojans,USA,Michigan,Clawson,FIM,MITR1,MISAG,*,,2,3,,,,,0.5247098528,,,0,,-1,,
3309,Friarbots,USA,California,Anaheim,Regional,CACM,CAAT,*,*,4,5,,,,,0.9592264294,0.020796037,,0,,-1,4,5
3310,Black Hawk Robotics,USA,Texas,Heath,FIT,TXPLA,TXAMA,*,,5,1,,,,,0.9492575172,,,0,,4,,
3313,Mechatronics,USA,Minnesota,Alexandria,Regional,MNSC,NDGF,*,,2,4,,,,,0.2942543363,,,0,,-2,,
3314,Mechanical Mustangs,USA,New Jersey,Clifton,FMA,NJFLA,PABEN,VAPOR,RIKIN,3,2,4,5,,,0.7855987714,0.946454328,,0,11,1,-1,-2
3316,D-Bug,Israel,,Tel Aviv,ISR,ISDE1,ISDE3,*,,1,3,,,,,0.9305527805,,,5,,-2,,
3322,Eagle Evolution,USA,Michigan,Ann Arbor,FIM,MIANN,MIBRO,*,,1,3,,,,,0.4543193819,,,0,,-2,,
3323,Potential Energy,USA,New Hampshire,Litchfield,NE,NHSAL,MAREA,*,,5,4,,,,,0.1895727868,,,2,,1,,
3324,The Metrobots,USA,Ohio,Columbus,Regional,OHCI,OHCL,*,,6,3,,,,,0.94338089,,,0,,3,,
3328,NohoRobo,USA,California,North Hollywood,Regional,CALA,CAP1,*,,3,1,,,,,0.9840074529,,,0,,2,,
3329,Wildbots,USA,Georgia,Kingsland,PCH,GAALB,GADAL,*,,1,5,,,,,0.4654087366,,,0,,-4,,
3336,Zimanators,USA,North Carolina,Swansboro,FNC,NCPEM,NCCHA,SCGRE,*,3,1,2,,,,0.199239058,0.7112680371,,0,5,2,1,-1
3339,BumbleB,Israel,,Kfar Yona,ISR,ISDE3,ISDE2,*,,3,2,,,,,0.4579902672,,,5,,1,,
3340,Union City MagneGeeks,USA,New Jersey,Union City,FMA,NJFLA,NJSKI,*,,3,5,,,,,0.0404070809,,,0,,-2,,
3341,Option 16,USA,California,San Diego,Regional,CALJ,*,,,5,,,,,,0.557077649,,,,,5,,
3344,Space Dragons,USA,Georgia,Fayetteville,PCH,GACAR,GADAL,*,,2,5,,,,,0.04765019994,,,0,,-3,,
3349,Static,USA,North Carolina,Holly Springs,FNC,NCCHA,NCMEC,*,,1,4,,,,,0.3473307899,,,8,,-3,,
3352,3352 Flaming Monkeys 4-H Robotics Club,USA,Illinois,Belvidere,Regional,ILCH,ILPE,*,,1,6,,,,,0.500205986,,,0,,-5,,
3354,PrepaTec - TecDroid,Mexico,,Queretaro,Regional,MXMO,MXTO,*,,1,5,,,,,0.01303286984,,,0,,-4,,
3357,COMETS,USA,Michigan,Grand Rapids,FIM,MIKEN,MIBAT,MIMUS,*,2,1,4,,,,0.1904332137,0.3558352743,,0,0,1,-2,-3
3359,Royal Robotics,USA,Virginia,Portsmouth,CHS,VAPOR,VABLA,*,,4,5,,,,,0.9253551101,,,11,,-1,,
3360,Hyperion,Canada,Québec,Sherbrooke,Regional,QCMO,NYAL,*,,1,4,,,,,0.4117999567,,,0,,-3,,
3361,Governators,USA,Virginia,Fishersville,CHS,VAASH,VABLA,*,,2,5,,,,,0.04315067255,,,11,,-3,,
3373,Team RoboHawk,USA,Virginia,Warrenton,CHS,VAFAL,VAASH,*,,3,2,,,,,0.3464386278,,,9,,1,,
3374,Jackson Hole RoboBroncs,USA,Wyoming,Jackson,Regional,UTWV,CODE,CAP1,*,4,6,1,,,,0.2526616851,0.8247041382,,0,0,-2,3,5
3381,Droid Rage,USA,Wisconsin,Manitowoc,Regional,WIMI,MNDU2,*,,3,5,,,,,0.4996027387,,,0,,-2,,
3388,Flash in memory of Margarita Gusak,Israel,,Gan Yavne,ISR,ISDE3,ISDE2,*,,3,2,,,,,0.2946896269,,,5,,1,,
3390,ANATOLIAN EAGLEBOTS,Türkiye,,Çankaya,Regional,TUIS5,TUIS2,*,,5,2,,,,,0.06750065825,,,0,,3,,
3393,Horns of Havoc,USA,Washington,Puyallup,PNW,WABON,WAAUB,*,,4,2,,,,,0.2346982561,,,5,,2,,
3397,Robolions,USA,Missouri,Saint Louis,Regional,MOSL,ILPE,*,,4,6,,,,,0.06437679421,,,0,,-2,,
3405,ALChemists,USA,Utah,Salem,Regional,UTWV,IDNA,*,,4,5,,,,,0.9214040661,,,0,,-1,,
3407,Wild Cards,USA,Minnesota,Arden Hills,Regional,WILC,*,,,6,,,,,,0.1128399836,,,,,6,,
3408,cyberCubs,USA,California,Los Angeles,Regional,CALA,CACM,*,,3,4,,,,,0.09270073784,,,0,,-1,,
3414,Hackbots,USA,Michigan,Farmington,FIM,MILIV,MIBEL,*,,2,4,,,,,0.2224017968,,,0,,-2,,
3418,RoboRiot,USA,Wisconsin,Sheboygan Falls,Regional,WIMI,MNDU2,*,,3,5,,,,,0.6549240574,,,0,,-2,,
3419,RoHawks,USA,New York,New York,Regional,NYNY,NYAL,*,,2,4,,,,,0.8647120072,,,0,,-2,,
3451,The ANOMALY,USA,Maine,Sanford,NE,NHDUR,MELEW,*,,2,1,,,,,0.7537840801,,,6,,1,,
3452,GreengineerZ,USA,Michigan,Berrien Springs,FIM,MIBER,MISTJ,MISAG,*,2,4,3,,,,0.68541539,0.3871548961,,0,0,-2,-1,1
3454,Z Bots,USA,Minnesota,Saint Paul,Regional,WILC,*,,,6,,,,,,0.03468306118,,,,,6,,
3458,Code Blue,USA,Michigan,Holland,FIM,MIALL,MIKEN,MIMUS,*,3,2,4,,,,0.2728798752,0.5352901937,,0,0,1,-1,-2
3459,Team PyroTech,USA,North Carolina,Cary,FNC,NCCHA,NCMEC,*,,1,4,,,,,0.5591418308,,,8,,-3,,
3461,Operation PEACCE Robotics,USA,Connecticut,Bristol,NE,CTWAT,MAREA,*,,1,4,,,,,0.299863069,,,2,,-3,,
3464,Sim-City,USA,Connecticut,Simsbury,NE,CTHAR,CTWAT,*,,2,1,,,,,0.1958374704,,,5,,1,,
3465,The Omega Factor,USA,Oklahoma,Mustang,Regional,OKOK,OKTU,*,,2,5,,,,,0.8477183186,,,0,,-3,,
3467,Windham Windup,USA,New Hampshire,Windham,NE,NHSAL,MABRI,MELEW,*,5,3,1,,,,0.5730996126,0.8656361896,,2,6,2,4,2
3468,MAGNAtech,USA,Louisiana,West Monroe,Regional,MSLA,ARSE,*,,3,6,,,,,0.8618443666,,,0,,-3,,
3472,PrepaTec - Buluk,Mexico,,Atizapan de Zaragoza,Regional,MXMO,MXTO,*,,1,5,,,,,0.3890368607,,,0,,-4,,
3473,Team Sprocket,USA,California,Diamond Bar,Regional,CACM,CALA,CAAV,*,4,3,6,,,,0.03523055407,0.4102871633,,0,0,1,-2,-3
3476,Code Orange,USA,California,Irvine,Regional,CACM,NVLV,*,,4,3,,,,,0.6908068777,,,0,,1,,
3478,PrepaTec - LamBot,Mexico,,San Luis Potosí ,Regional,MXTO,MXHE,OKOK,*,5,3,2,,,,0.3032458123,0.9200388097,,0,0,2,3,1
3480,PrepaTec - ABTOMAT,Mexico,,León,Regional,MXTO,MXHE,*,,5,3,,,,,0.7115673237,,,0,,2,,
3481,Bronc Botz,USA,Texas,San Antonio,FIT,TXSAN,TXCLE,TXAMA,*,2,5,1,,,,0.9019874728,0.4884931047,,0,0,-3,1,4
3482,Arrowbotics,USA,California,Campbell,Regional,CASJ,CAEG,*,,3,5,,,,,0.6886405585,,,0,,-2,,
3484,Short Circuit,USA,Ohio,Marysville,Regional,OHCI,PAPI,*,,6,2,,,,,0.2049007464,,,0,,4,,
3487,Red Pride Robotics,USA,Indiana,Plainfield,FIN,INPLA,INMIS,*,,1,3,,,,,0.3663052359,,,3,,-2,,
3488,Eagle Army,USA,Illinois,Orland Park,Regional,ILCH,*,,,1,,,,,,0.4339746673,,,,,1,,
3489,Category 5,USA,South Carolina,Summerville,FSC,SCNCH,SCGRE,SCAND,NCPEM,4,2,1,3,,,0.3389330399,0.1205766198,,5,7,2,3,1
3490,Viper Drive,USA,South Carolina,Summerville,FSC,SCNCH,SCAND,SCGRE,*,4,1,2,,,,0.7342194674,0.7267383192,,7,5,3,2,-1
3491,FUTURE Dinos,USA,California,Holtville,Regional,CALJ,*,,,5,,,,,,0.1330816957,,,,,5,,
3492,Putnam Area Robotics Team (P.A.R.T.s),USA,West Virginia,Winfield,Regional,OHCI,PAPI,*,,6,2,,,,,0.9105593106,,,0,,4,,
3494,The Quadrangles,USA,Indiana,Bloomington,FIN,INCOL,INWAS,VAGLE,*,2,4,3,,,,0.7194262332,0.5196599957,,1,10,-2,-1,1
3501,Firebots,USA,California,Sunnyvale,Regional,CASJ,CAAT,*,,3,5,,,,,0.5275831496,,,0,,-2,,
3504,Girls of Steel,USA,Pennsylvania,Pittsburgh,Regional,PAPI,OHCI,*,,2,6,,,,,0.6364729009,,,0,,-4,,
3506,YETI Robotics,USA,North Carolina,Charlotte,FNC,NCMEC,NCPEM,*,,4,3,,,,,0.7532658965,,,4,,1,,
3507,Ubotics,USA,Oklahoma,Tulsa,Regional,OKTU,OKOK,*,,5,2,,,,,0.8878921132,,,0,,3,,
3512,Spartatroniks,USA,California,Orcutt,Regional,CAAT,CAP1,*,,5,1,,,,,0.741897983,,,0,,4,,
3515,Pneubotic Mustangs,USA,New Jersey,Iselin,FMA,NJSKI,NJTAB,*,,5,1,,,,,0.424695241,,,5,,4,,
3522,CBoT´S4,Mexico,,Toluca,Regional,MXMO,*,,,1,,,,,,0.9687758428,,,,,1,,
3526,PrepaTec - Blue Ignition,Mexico,,Saltillo,Regional,MXMO,MXTO,*,,1,5,,,,,0.1636498946,,,0,,-4,,
3527,PrepaTec - Balam Esmeralda,Mexico,,Atizapan de Zaragoza,Regional,MXMO,*,,,1,,,,,,0.4850562954,,,,,1,,
3532,Piranhas,Canada,Québec,Saint-Hubert,Regional,QCMO,*,,,1,,,,,,0.8361982903,,,,,1,,
3533,Mekano,Canada,Québec,Montreal,Regional,QCMO,NYRO,*,,1,6,,,,,0.8065429421,,,0,,-5,,
3534,House of Cards,USA,Michigan,Davison,FIM,MIKE1,MITR2,*,,1,3,,,,,0.3602481839,,,0,,-2,,
3536,Electro Eagles,USA,Michigan,Hartland,FIM,MIHIG,MIANN,MIALL,*,5,1,3,,,,0.1016538804,0.3187897852,,0,0,4,2,-2
3537,Delta Force 3537,USA,Michigan,Indian River,FIM,MIALP,MITRA,*,,5,3,,,,,0.1237124894,,,1,,2,,
3538,RoboJackets,USA,Michigan,Auburn Hills,FIM,MITR1,MIMUS,ONHAM,MIALL,2,4,5,3,,,0.533643002,0.2566937842,,0,6,-2,-3,-1
3539,Byting Bulldogs,USA,Michigan,Romeo,FIM,MITR2,MIREN,MIALP,*,3,1,5,,,,0.4473704037,0.5654826492,,0,1,2,-2,-4
3543,C4 Robotics,Canada,Ontario,Arnprior,ONT,ONOSH,ONNOR,*,,2,1,,,,,0.3381637863,,,5,,1,,
3544,Spartiates,Canada,Québec,Montreal-Nord,Regional,QCMO,NYSU,*,,1,5,,,,,0.3299229984,,,0,,-4,,
3546,Buc'n'Gears,USA,Michigan,Grand Haven,FIM,MIMUS,MIKEN,*,,4,2,,,,,0.2929527943,,,0,,2,,
3550,Robotronix,Canada,Québec,Lasalle,Regional,QCMO,NYRO,*,,1,6,,,,,0.2850599752,,,0,,-5,,
3559,Thundercats,USA,Indiana,Jasper,FIN,INWAS,INCOL,*,,4,2,,,,,0.2408685445,,,3,,2,,
3560,Chingbotics,Canada,Ontario,Brampton,ONT,ONTOR,ONNOR,*,,2,1,,,,,0.9646047256,,,5,,1,,
3561,RoboRaiders,USA,Texas,San Antonio,FIT,TXSAN,TXWAC,*,,2,1,,,,,0.8554796907,,,1,,1,,
3566,Gone Fishin',USA,Massachusetts,Southborough,NE,MAWOR,NHSAL,*,,4,5,,,,,0.2696517456,,,2,,-1,,
3568,RoboEagles,USA,Michigan,Linden,FIM,MIKE1,MISAG,*,,1,3,,,,,0.7502047578,,,0,,-2,,
3572,Wavelength,USA,Michigan,Muskegon,FIM,MIMUS,MIALL,*,,4,3,,,,,0.6199678125,,,0,,1,,
3574,HIGH TEKERZ,USA,Washington,Renton,PNW,WABEL,WAYAK,*,,3,2,,,,,0.7036399801,,,5,,1,,
3577,Saint's Robotics,USA,Arizona,Mesa,Regional,AZTE,CAEG,*,,6,5,,,,,0.9583341249,,,0,,1,,
3588,the Talon,USA,Washington,Renton,PNW,WABEL,WAAUB,*,,3,2,,,,,0.3467745538,,,5,,1,,
3596,Rocket Robotics,USA,Wisconsin,South Milwaukee,Regional,WIMI,*,,,3,,,,,,0.2791269875,,,,,3,,
3597,Robo-Rangers,USA,Maine,Kittery,NE,NHDUR,RIKIN,*,,2,5,,,,,0.2895109463,,,0,,-3,,
3598,SEStematic Eliminators,USA,California,Sacramento,Regional,CAEG,CAFR,*,,5,2,,,,,0.9980566042,,,0,,3,,
3602,RoboMos,USA,Michigan,Escanaba,FIM,MIESC,MISSM,*,,5,2,,,,,0.7771311715,,,1,,3,,
3603,Cyber Coyotes,USA,Michigan,Reed City,FIM,MILAK,MITRA,*,,2,3,,,,,0.2220220663,,,1,,-1,,
3604,Goon Squad,USA,Michigan,Brownstown,FIM,MIBCT,MISTJ,*,,3,4,,,,,0.5005574227,,,0,,-1,,
3606,BearMetal,USA,Louisiana,Baton Rouge,Regional,LAKE,*,,,5,,,,,,0.9745354648,,,,,5,,
3610,Islanders,USA,Minnesota,Minneapolis,Regional,MNMI,*,,,1,,,,,,0.8415466592,,,,,1,,
3616,Team Phenomena,USA,Louisiana,Lafayette,Regional,LAKE,MSLA,*,,5,3,,,,,0.1137811903,,,0,,2,,
3618,Petoskey Paladins,USA,Michigan,Petoskey,FIM,MITRA,MILUD,MIMAS,*,3,1,5,,,,0.3350610308,0.2768669485,,0,1,2,-2,-4
3619,Blackhawks,USA,Michigan,Detroit,FIM,MIREN,MITR1,*,,1,2,,,,,0.1184000236,,,0,,-1,,
3620,Average Joes,USA,Michigan,Saint Joseph,FIM,MISTJ,MILAK,INMIS,*,4,2,3,,,,0.461321521,0.3769392347,,0,3,2,1,-1
3623,The Robomingos,USA,Massachusetts,Leominster,NE,MAWOR,MAREV,*,,4,1,,,,,0.07243215129,,,2,,3,,
3624,ThunderColts,USA,New York,Huntington Station,Regional,NYHE,NYAL,*,,3,4,,,,,0.5404559828,,,0,,-1,,
3627,The Jungle Robotics,USA,Florida,Sarasota,Regional,FLOR,FLFL,*,,6,2,,,,,0.1580608183,,,0,,4,,
3630,Stampede,USA,Minnesota,Minneapolis,Regional,MNMI,MNDU1,*,,1,5,,,,,0.7597976815,,,0,,-4,,
3632,D-Techs,USA,Michigan,Detroit,FIM,MIREN,MILIV,*,,1,2,,,,,0.2560316076,,,0,,-1,,
3634,Spark City,USA,Connecticut,Bridgeport,NE,CTWAT,CTHAR,*,,1,2,,,,,0.5000029872,,,2,,-1,,
3635,Flying Legion,USA,Georgia,Warner Robins,PCH,GAALB,GADAL,*,,1,5,,,,,0.9926697876,,,0,,-4,,
3636,Generals,USA,Oregon,Portland,PNW,ORORE,ORWIL,*,,5,3,,,,,0.6890877362,,,3,,2,,
3637,The Daleks,USA,New Jersey,Flemington,FMA,NJSKI,PAHOR,*,,5,4,,,,,0.7836956061,,,4,,1,,
3641,The Flying Toasters,USA,Michigan,South Lyon,FIM,MIHIG,MIBCT,MILUD,*,5,3,1,,,,0.966708041,0.156836976,,0,0,2,4,2
3646,INTEGRA BAHCESEHIR,Türkiye,,istanbul,Regional,TUIS4,TUIS5,CAFR,*,4,5,2,,,,0.27358235,0.9933548535,,0,0,-1,2,3
3647,Millennium Falcons,USA,California,San Diego,Regional,CALJ,CAP2,CASF,*,5,2,4,,,,0.8136351393,0.5049782624,,0,0,3,1,-2
3648,Sparta Robotica,USA,Colorado,Denver,Regional,CODE,AZSC,*,,6,2,,,,,0.6106792009,,,0,,4,,
3654,TechTigers,USA,Connecticut,Middletown,NE,CTHAR,MASPR,*,,2,3,,,,,0.33812069,,,3,,-1,,
3655,Tractor Technicians,USA,Michigan,Mason,FIM,MIMAS,MISSM,ONSCA,*,5,2,4,,,,0.4290193061,0.7616273503,,1,7,3,1,-2
3656,Dexter Dreadbots,USA,Michigan,Dexter,FIM,MIANN,MITR2,*,,1,3,,,,,0.2220709581,,,0,,-2,,
3658,Robo - Beavers,USA,Michigan,Battle Creek,FIM,MIBAT,MIBCT,*,,1,3,,,,,0.3145670746,,,0,,-2,,
